begin;0,0;0,174.75;324,0;324,174.75;0,0;0,174.75;324,0;324,174.75
9999;31,23;78.5,95.25;157.25,24.25;226.25,103.5;68,13;79.75,82.5;110.5,39.75;134,165.75
3431;31.5,22;50,100;187,20.5;226.25,103.5;68,13;77.25,90.5;126.25,46.75;134,165.75
9416;38,21.5;50,100;193.5,35;261.75,115.75;68.5,13;77.25,90.5;126.25,46.75;128.5,126
2264;23.75,61.5;50,100;193.5,35;253.25,108.75;66,13.75;74.25,121.5;111.75,71;171.75,112.75
4655;13,87;70,96.5;193,29.5;266.25,131.75;44,6;74.25,121.5;111.75,71;160,91
5680;11.5,107.5;68.5,93.5;180.25,17;262.75,135.75;71.5,6.5;73.25,120.5;111.75,71;160,91
4776;11.5,107.5;98,82.75;161,1.5;262.75,136.5;71.5,6.5;82,114;109.25,74;185,88.75
9786;3.25,108.5;97.5,83;166.75,8;288.25,151.25;71.5,6.5;107.25,113;130.5,55.75;185,88.75
8331;1.75,94.75;104.75,91.5;171.25,5.75;288.25,151.25;96.75,13.5;106.75,111.5;130.5,55.75;189,64.5
5779;29.75,64.5;81.75,121.5;171.25,5.75;298.25,145.5;60.25,36.5;106.75,111.5;152.75,61.25;206,48.75
10621;39.5,32.25;80.5,121.75;180.75,34.75;317.5,152.25;60.25,36.5;117,124.75;152.75,61.25;206,48.75
1810;49.25,34.75;64.5,134;180.75,34.75;315,131;60.25,36;117,124.75;159.75,90.75;219.25,53
2930;64.5,44.75;92.75,109.75;184.25,73.5;315,131;60.25,36;85,144.75;169,75.5;219.25,53
2238;64.5,44.75;107.75,114;159.25,86.5;304.25,161;60.25,36;100.75,145;167.25,108.25;219.25,53
752;93.5,51.5;118.75,114;158,86.5;291.5,148.75;87.5,42.25;100.75,145;167.25,108.25;222.5,64.75
6808;86.75,75.5;116,109.25;185.75,101.5;266.5,132.5;87.5,42.25;95,114.5;129,122;222.5,64.75
8630;63.5,73.25;86.25,107.25;190.25,120.5;289.75,151;87.5,42.25;96.5,116.25;122.5,134;222.5,64.75
9844;62.75,72;86.25,107.25;204.75,106.75;303.75,122.75;87.5,42.25;109,110.75;130.5,126.5;240,91.5
10089;62.75,72;98,120;227.75,124.25;303.75,122.75;74.25,47.75;128.75,97;130.5,126.5;258.75,103.25
3694;76.25,93.5;98,120;227.75,125.75;315.75,151.25;78.75,70.75;106,111.5;130.5,126.5;268.5,133
2078;61,66;98,120;227,125;276.75,148.25;75.75,105.5;78,126.5;121,98.25;268.5,133
2940;61,66;98,120;202,154.25;266.75,136.25;47.5,108.25;99,122.5;124.5,133.5;269,133.75
1238;89.5,48.5;103.5,122;202,154.25;267.25,136.5;28,91.75;80,151.25;124.5,133.5;291.25,159.25
10180;53.5,38.25;98,159;202,154.25;267.25,136.5;19.5,91.75;46.5,138.75;123.5,137.5;291.25,159.25
6156;44,69;98,160.5;169.5,154;254.75,162.25;19.5,91.75;46.5,138.75;121,130;298.5,137.5
4812;28,65;103.5,173.25;169.5,154;273.75,135.5;24,92.5;42.75,133.5;116.75,124;298.5,137.5
5146;3,37;81.5,159.25;169.5,154;272.5,135.75;5,80.75;44.5,98;83.5,142.25;298.5,137.5
3904;0.25,35.25;107,169.75;167.75,154;301.25,126.5;5,80.75;72.5,92.5;72.75,120;298.5,137.5
9709;20.75,62;107,169.75;167.75,154;291.75,153;10.5,52.75;72.5,92.5;96.5,112.5;298.5,137.5
3267;20.75,62;114.5,172.75;173.75,154;301,126.75;9,59.5;91.75,90.25;109,113.5;298.5,137.5
957;30,36;110.5,168.25;173.75,154;301,126.75;18,25;109.75,113.5;121,82.25;287.75,122.25
1580;39.75,6.25;110.5,168.25;173.75,154;280.5,146.75;15.25,25.5;109.75,113.5;119.5,92.5;287.75,122.25
9129;39.75,6.25;100,168;186,160.5;257.5,131.25;16.75,9;111.75,113;119.5,92.5;287.75,122.25
6827;23.5,26;104.75,161.5;176.5,130;234.25,154.25;16.75,9;111.75,113;119.5,92.5;303.25,131
3394;4.75,36.5;126.75,173;176.5,130;221,144.5;15.75,9.25;111.75,113;117.25,92.5;303.25,131
6408;0.75,44.75;126.75,173;168.75,97.25;200.25,168.75;15.75,9.25;79.5,125;110.5,100.5;303.25,131
2725;21,79.75;147,141.5;187.25,66.75;200.25,168.75;15.75,9.25;70.75,151.25;138.5,90.5;303.25,131
8210;42,79;146.25,141.75;187.25,66.75;196.25,137.75;8.5,16.25;70.75,151.25;137.75,113.25;288.25,99.5
8742;44,44.25;111.75,130.75;169.75,56.25;177.5,123.25;8.5,16.25;70.75,151.25;106.75,120.75;288.25,99.5
3739;54.5,28.75;111.75,130.75;171,53.25;173.75,92.5;44,32.75;78.75,153.5;106.75,120.75;270.25,78
4457;86.5,29.5;111.75,132;143,64;194.75,79.75;43,6.25;78.75,153.5;94.5,110;270.25,78
9101;86.5,29.5;113.5,129.75;127.5,35.75;194.75,79.75;34.25,41.5;91,124.25;95.75,140;247.5,64.5
6575;67.75,63.5;85.75,120;128,36;187.75,105;34.25,41.5;77.25,108;95.75,140;231.75,65
6870;60.5,67.25;87.75,90.5;128,35;187.75,105;34.25,41.5;48.5,110.25;73.25,129.5;231,91
653;49.5,51.5;113.75,103.5;128,35;183.75,112.25;40.25,31.75;48.5,110.25;73.25,130;220.5,64.75
8144;39.75,66.5;113.75,103.5;151.75,1.25;184.25,112.25;8.5,51.75;48.5,110.25;79.5,109.5;223,61
2979;46.5,85.75;127.25,93.75;151.75,1.25;184.25,112.25;16.25,69.25;48.5,110.25;76.75,127.5;206.5,43.25
6799;15.5,78;109,86.75;160,0.5;184.75,90;15,69;48.5,110.25;92.5,138.25;206.5,43.25
5222;15.5,78;132.25,88.5;144.25,36.25;210.75,85.75;15,69;43.25,131;108.5,168.5;206.5,43.25
9078;15.5,78;99.75,73.5;180.75,34.5;190.25,75.25;15,69;55,132;108.5,168.5;206.5,43.25
3441;12,63.5;95.75,84.25;170.75,12.5;195,80.75;42,62.25;55,132;136,160.5;206.5,43.25
7968;10.5,67.5;95.75,84.25;170.5,13.5;178.5,114.5;22.5,91.75;41.5,93.5;147.25,141.75;206.5,43.25
3907;48.5,67.25;83.75,91.5;152.25,17.25;177.75,115.5;22.5,91.75;41.5,93.5;177,167.75;230.75,62
9508;66.75,83.25;71.5,62.25;168,17.25;177.5,115;11.5,99.5;41.5,93.5;177,167.75;230.75,62
6174;66.75,83.25;71.5,62.25;149,0.5;177.5,115;4.25,87.75;26,83.75;189.75,139.25;250.5,51
871;52.75,66.25;65.25,82.5;152.5,11;183.5,99.25;4.25,87.75;26,83.75;194.25,136.25;251,50.75
7347;53,66.75;70.5,97.5;152.5,11;178.75,95.5;14.25,124;29.25,61.25;194.25,136.25;252.75,82.5
2087;47,66;70.5,97.5;154,10.75;186,86.25;14.25,124;60,61.25;212.75,115.25;235.5,107.75
5789;46.5,66.5;50.5,90.75;155.25,16;186,86.25;14.25,124;59,60.75;212.25,117.5;232,113
4676;57.25,90.25;68,83.75;171.5,10;193.75,103.25;14.25,124;59,60.75;208.5,97.25;232,113
1072;57.25,90.25;72.5,96;171.5,10.5;195.75,103.75;30,112.5;59,60.75;192,82.5;232,113
4691;78.75,99.75;102.5,82.75;193.5,7;195.75,103.75;36.25,114;90.25,45.75;192,82.5;231.5,113.5
1460;78.75,99.75;98,76.5;193.5,7;195.75,103.75;21.75,74;122.25,17.5;212.5,84.5;262.5,124.75
3764;77.25,99.25;81.5,75.5;193.5,7;195.75,103.75;22.25,72.5;141.25,35.75;185,113;280.5,153.25
8337;69.5,100.25;103.5,82.25;178,19;195.75,103.75;22.25,72.5;141.25,35.75;185.25,113.75;271,140.5
10328;69.5,100.25;111.5,59.5;178,19;196.25,106;22.25,72.5;140,23.75;198.75,122.75;271,140.5
10011;38.5,91.75;111.5,59.5;185.75,47.25;196,109;18.5,90.5;163.25,25.75;190,151;271,140.5
1670;32,121.5;111.5,59.5;185.75,47.25;196,109;19.5,83;140.25,20.25;184,154.75;302.5,130
4664;36,118.25;128.25,26.25;185.75,47.25;195.25,104.5;20.25,56.25;151,28.25;175,122.5;302.5,130
9670;31.5,114.25;126.5,51.25;185.75,47.25;196,109;40,32.5;132.25,45;165,131.5;302.5,130
5290;9.25,107;143.75,39;188.5,38;196,109;40,32.5;146,42;165.5,126.75;306,97.75
4202;9.25,106.5;172,37.25;211.25,46.25;223.5,123.25;40,32.5;134.25,36.5;194.5,145.5;306,97.75
8213;12.75,126.5;186.25,49.25;191.75,74.75;225.5,125;40,32.5;120.5,63.75;218.25,127.25;306,97.75
7443;8.5,127.5;190.75,74.75;192,75.5;225.5,125;45,67.25;92.5,71.25;185.75,146.25;306,97.75
6461;23.25,103.25;190.75,74.75;222.25,60;225.5,125;45,67.25;77.5,88;228.5,129.5;315.5,66.5
8473;23.25,103.25;186.5,100.75;247,38.75;252.5,122.25;45,67.25;91.25,69.25;224.5,135.5;307,37.75
10226;8.25,74.75;163.75,98.25;246.5,38.75;252.5,122.25;35,32.25;102.75,102;212.75,146.5;307,37.75
4755;8.25,74.75;151.25,114.5;209.25,45.25;252,119.25;35,32.25;95.5,111.75;227.25,154.25;311.25,52.75
9678;8.25,74.75;163.25,100;211.5,19.25;252,119.25;54,18.25;95.5,111.75;202,160.5;322.75,76.75
6561;36,78.5;167.25,98.25;215,18.25;252,119.25;65,17.25;91.25,145.25;169,165.5;322.75,76.75
1026;44,79;170.25,90;215,19.75;227.25,106.25;54.5,5;59,157.25;169,165.5;322.75,76.75
4704;71.25,100;151.25,63.25;179.25,20.25;245.5,74.75;54.5,5;63.75,152.5;169,165.5;311.75,45.75
2220;73,61.75;151.25,63.25;163.25,6.75;245.5,74.75;37.5,35.5;47,145.25;189.25,137.25;313,73.5
2733;85.75,29;139,72.5;165,7;249.75,73.5;15.5,35.5;55.5,169.75;189.25,137.25;313,73.5
7316;65.25,18.25;110.75,57.25;165,8;249.75,73.5;15.5,35.5;78.25,157.75;193.75,147.25;311.25,78
3639;85.25,6.5;110.75,57.25;165,8;249.75,73.5;16,32.25;79.25,139.75;166.75,159.75;308,77
673;85.25,6.5;86.75,74.5;142.5,24.5;267.5,46.5;15.5,33.25;79.25,139.75;176.5,144;295.75,67.5
10552;85.25,6.5;86.75,74.5;144.5,21;267.5,46.5;32,24.5;107.5,157.25;176.5,144;311.75,44.25
1621;85.25,6.5;93,68;145,21.75;283.5,55.75;25,21;130.25,166.25;189,135.75;311.75,44.25
6243;79.25,7;93.75,48.5;141,15.5;254.5,73.5;25,21;115.5,149;189,135.75;310.5,46.5
9503;79.25,7;103.25,61.25;141,15.5;267.5,101.25;25,21;138.75,125.5;184.75,154;297.5,51.75
9222;79.25,7;115.25,60.25;141.5,15.75;295.5,111.75;25,21;108,120;152.75,160.5;303.75,18.5
6245;87.75,25.25;109,60.5;166.5,14.25;298,140.5;25,21;114.5,85.25;152.75,160.5;309.25,24.5
9630;87.75,25.25;127.5,79.5;166.5,15;289,159;25,21;114.5,85.25;164.25,128.25;315.5,35.25
2520;102.25,59.5;115.75,59.75;167,15.5;289,159;33.75,21.25;114.5,85.25;137,121.5;311,74
1547;103.75,64.75;115,58.5;167,15.5;289,159;33.75,21.25;100,59.5;148.5,107.5;318.5,67.5
445;85.25,95.75;122.5,50.5;153.5,40.5;296.75,158;17.25,36.25;97.5,59.5;148.5,107.5;318.5,67.5
5858;96.75,83;152.75,41.25;153.75,42.25;299,151.5;17.25,36.25;91,73;148.5,107.5;318.5,67.5
7546;96,83;138,38.75;145,71.25;281.25,126.75;42.75,37.5;91,73;142,99.25;318.5,67.5
2522;95.25,82.25;155.25,14;176.25,47;301.75,124.75;23,73.75;91,73;132,60.75;318.5,67.5
8923;94.5,83;128.25,32.75;193,61.5;301.75,124.75;23,73.25;107.75,90;142.75,29.5;318.5,67.5
9245;94.5,83;144.25,36.25;216,43.25;301.75,124.75;20.25,69.5;108.75,73.25;142.75,29.5;313.75,90.75
9554;60,64;129.25,43.5;227.5,77;301.75,124.75;1.25,86.25;108.75,73.25;126.25,22;313.75,90.75
3513;32.5,78.75;127.75,44.5;196,83.25;290,118.5;1.25,86.25;104,67.75;133,25;313.75,90.75
3436;23.5,101;138.5,37.25;196,83.25;291.25,140.5;1.25,86.25;109.75,92.25;161,40.25;311.75,92.5
9231;35.25,67;120,58.75;188.5,88.5;304,150.25;1.25,86.25;95.25,126.5;161,40.25;293.75,69
9440;35.25,67;101.25,41.75;216.25,65.75;303.25,145.75;8.25,86.5;100.5,128;161,40.25;288.75,71.5
7260;47,44.25;118.5,57.25;216.5,47.25;303.25,145.75;8.25,86.5;101.5,131.75;128.5,35;266.75,53.25
10170;47,44.25;118.5,57.25;215.5,18.5;297.75,149.25;8.25,86.5;101.5,131.75;122.75,16.5;246,73.75
10481;48,44.25;115,88.25;212.25,43.75;289.25,149.75;8.25,86.5;102,131.75;122.75,16.5;230.75,66
2416;48,44.25;141.75,86;236,29.5;289.25,149.75;4.75,82.25;128.75,126;136.25,25.5;219,60.5
8197;35.25,18.75;132.5,54.5;237.5,28.75;264.75,131.75;20.75,69.75;128.75,126;143.75,64.5;219,60.5
510;35.25,18.5;132.5,54.5;237.5,28.75;264.75,131.75;2.25,46;141.5,107.25;172.25,76;196.25,65.25
5287;28,44.75;113.5,81.75;237.5,28.75;277.5,124.75;2.25,46;141.5,107.25;142.25,56.25;176.25,95
8373;39.75,66.5;113.5,81.75;237.5,28.75;265.75,97.5;14.5,15.75;131.5,82.25;142.25,56.25;208.5,97.25
322;17.25,39.25;108,61;255,57.25;275.25,108.75;14.5,15.75;107.25,113;107.5,39.75;208.5,97.25
9923;17.25,39.25;122.5,41.25;255,57.25;277,108;17.25,23.25;107.25,113;132,63.25;200,60.5
8890;17.25,39.25;108.75,58;222.25,45.75;298.75,124.5;17.25,23.25;73.75,129;98,53.75;216,29.25
4315;2.75,50;108.75,58;233.5,23.5;301.25,150.25;17.25,23.25;85,142.75;107,24;212.5,25.75
8500;1,48.25;99.5,28.75;267.75,21.5;278,167.25;17.25,23.25;103.5,134;140,36.25;212.5,25.75
2723;0.25,48.25;103.25,73.75;272,40.75;278,167.25;20.25,48.25;115,124.75;140,36.25;226.25,14.5
10143;1,48.25;102.75,73.75;284.5,3;309,167.25;49.5,65.25;115,124.75;165.25,9;226.25,14.5
10426;25.75,28;102.75,73.75;285,3;298,148.75;68.25,93;115,124.75;165.25,9;221.75,40.5
6454;25.75,28;96.75,72.5;285,3;298,127;36.25,113.5;154,111;166.5,8.5;221.75,40.5
9161;25.75,28;96.75,72.5;285.5,4;298,127;6,79.25;129.5,96.75;176.75,39.75;262.5,48
2937;26,26;70.75,68.75;289.75,28.75;316.25,153.5;6,79.25;101.25,119.5;176.75,39.75;267.75,60.25
394;26,26;86,95.75;306.25,41.5;316.25,153.5;24,90.25;101.25,119.5;150.75,24.5;266.75,58.75
2181;20.75,52.75;80.25,98.5;305.25,10.5;306.25,117;24,90.25;101.25,119.5;136.5,55.75;266.75,58.75
191;12.25,74;82,99.25;297,40.75;307,118;50.25,67.75;135.5,126.5;136.5,55.75;266.75,58.75
9788;16.75,73.75;76.5,70.75;297,40.75;304.5,84;29,90.25;135.5,126.5;140.5,26.75;265.5,58.75
2012;17,103;82,100.25;293,5;304.5,84;27,86.5;130.25,164;142.75,56.25;265.5,58.75
5546;16.25,125.5;109.75,82;291,40.75;304.25,85;27,86.5;130.25,164;145.25,42.25;266.5,53.75
9207;37.5,121.25;114.5,109.25;275.75,68.25;286.75,66.25;17,83;130.25,164;145.25,42.25;266.5,53.75
9466;34,103;76.5,121;245.25,48.75;287.5,65;17,83;130.25,164;143.75,56.25;306.75,52.25
810;46.25,86;70.5,96.5;247,49;287.5,65;22.5,85.25;130.25,164;143.75,56.25;319.75,68.75
10570;69.5,75.5;85.5,99.5;254.75,74.5;299.5,78.75;22.5,85.25;130.25,164;145.75,57.5;319.75,68.75
5752;68.25,75.25;85.5,99.5;277.5,42.5;279.5,72.25;43.75,116.75;98.75,168.75;122.5,40.25;319.75,68.75
4782;67.75,75.75;99.25,120.5;277.5,42.5;294.25,84.25;45,141.75;82.5,137.25;89.75,33.5;319.75,68.75
4860;82,97.25;125.25,131.75;277.5,42.5;313.5,61;54.75,168;77.75,137.25;118.25,37.5;319.75,68.75
6640;82,97.25;93.75,139.5;279,47.25;299.5,89.25;54.75,168;94,108.25;143.75,21.5;307.5,77.25
6912;97.75,119.5;120.25,123.75;293.75,42;300.5,107.5;54.75,168;94,108.25;162,40.75;308,77
8889;113.5,82.5;148,98;273,71.25;284,135.5;54.75,168;73.25,121;162,40.75;307.25,76.25
6862;100.5,65.75;148.5,93.5;273,71.25;290.5,112;54.75,168;70,97.75;178.25,33.75;307.25,76.25
9234;140.75,68.5;173.75,98.5;273,71.25;285,130.5;54.75,168;70,97.75;220.5,29.25;307.25,76.25
9814;139.5,70.5;214.25,107.75;273,71.25;298,97.5;55.25,158.75;66,62.75;220.5,29.25;323,79.25
7484;139,71;231.5,92.5;278.5,104.75;305,124.5;51.25,172.5;87.5,41.75;220.5,29.25;323,79.25
