begin;0,0;0,374;72.25,0;72.25,374;0,0;0,374;72.25,0;72.25,374
9252;4,20;7,82.25;35,217.25;52.25,137;11.75,230.25;28.25,234.25;30.25,5.25;63.5,346
8893;4,20;22.25,82;26.5,168;33.5,154.75;20.75,254.75;26,255.75;34,19.25;63.5,346
10650;3.5,8.75;17.25,50;27,168.25;33.5,154.75;6.5,257.75;7.25,248;8.25,10;63.5,346
658;3.5,8.75;3.75,68.25;26.5,116.75;70,169;24.25,202.75;28.25,256.75;55.75,30;63.5,346
2778;3.5,8.75;3.75,68.25;17.25,164;70,169;9,199;30.25,233.75;51.5,13;60.75,360.5
2351;6,36.25;11.25,48.5;39.5,181.5;63.5,173.75;9,199;47.75,225.25;52,11.75;60.75,360.5
5928;12.25,72.75;39,73.5;39.75,181.5;50.5,138.5;26.25,188.5;47.75,225.25;52,11.75;60.75,360.5
6614;16.75,72;55.25,94.25;59,167;71.25,166.5;26.25,230;46,227.25;52,11.75;60.75,360.5
10337;16.5,120.5;22,117.75;41.25,130.5;43.25,143.25;19.75,229.75;37.5,266;52,11.75;60.75,360.5
6754;16,140.5;57.75,120.5;65.25,103.25;70.5,166;25.25,275.75;38.75,266;52,11.75;60.75,360.5
3265;11.75,146.75;39,149.75;65.25,103.25;70.5,166;19.75,326.25;49,237.25;49.25,9;58,363.75
1996;28.25,126.25;43,112.75;65.25,80.25;70.5,166;1.75,317.5;17,199.25;30,55;58,363.75
735;26.5,93.25;28.25,126.25;55,96;69.5,173.75;0.75,320.25;17,199.25;36.5,67.5;60.75,352.75
3249;17.5,45.75;32.5,79;42,95.75;49.75,128.25;0.75,320.25;17,199.25;45,79.5;52.5,354
4369;31.25,5.5;34,79.5;38.25,79.5;49.75,128.25;0.75,320.25;10.25,164.25;25.5,67;52.75,353.75
3368;10.75,62.5;34.75,114.25;55,99.75;65.75,105;0.75,320.25;18,134.25;21.25,57;52.75,353.75
5821;28.25,23;38.25,97.75;50.25,113.25;60.75,79;0.75,320.25;21.5,90.75;35.5,12.25;52.75,353.75
1324;28.25,23;38.25,97.75;50.75,115;60.75,79;4.5,318.25;8.25,48;12.5,46.75;32.75,355.25
2311;6.5,50.75;38.25,97.75;53,141.5;66,107.25;4.5,318.25;17.25,37;25.75,51;61.5,347
6115;7.25,51.25;23.5,118;53,141.5;56.75,96;2.5,304.25;23,49;49.5,59.5;61.5,347
2925;7.75,51.25;38.25,105;53,141.5;56.75,96;32,332.5;34.75,59.5;44.5,11;52.5,352.5
2101;7.75,51.25;38.25,105;46.25,131;56.75,96;8,364.75;25.25,12.25;45.25,59.75;65.25,364.25
6969;7.75,51.25;13.75,150.25;22.25,94.5;24.75,105.5;6.25,359.75;7.75,56.25;43.75,58.5;65.25,364.25
7537;7.75,51.25;12.25,157.25;24.25,114.25;38.25,99;6.25,359.75;9,2.25;58.25,83.75;65.25,364.25
8941;7.75,51.25;20,163.75;38,112.75;46.25,102;11.5,363;33.75,48;46,117.5;65.25,364.25
10468;15,58.5;20.75,165;28.75,157;34.5,113;11.5,363;21.5,48.25;24,133.75;65.25,364.25
310;15,58.5;24.25,164.5;39,132.75;49.25,125.5;4.75,341.75;18.5,8;24,133.75;43.25,360.25
7976;4.25,73.25;46,116.5;55.25,94;62.75,71.5;4.75,341.75;18.5,8;42.25,117.75;43.25,360.25
7405;3,115;14.25,133.75;27.25,107.25;62.75,71.5;5,367.75;18.5,8;34.75,167.75;46,359
9567;39.5,98.5;56.25,97.75;57.25,102.25;61,39.75;5,367.75;18.5,8;32.25,172.75;62.25,338.5
4359;44.25,140.25;44.75,147;45.75,51;59.75,75.5;0.5,315.5;18.5,8;31.25,173;62.25,338.5
10780;4,157.5;10.5,173.75;45.75,51;55.5,73.25;9.5,361.25;15.5,10.5;31.25,173;48,302.5
2360;9.25,165;13,153.75;32.75,15.5;55.25,42.75;9,372.25;14.75,48.5;31.25,173;48,302.5
7168;21.75,206.75;38,154;50,16.75;57.25,80.75;10.25,359;21.75,7.75;31.25,173;48,302.5
6668;7.5,168.75;8,177.5;9.25,10.75;57.25,80.75;11,359.25;21.75,7.75;54,213.5;64,263.75
7208;13,164;18.25,153.5;19,15;36.5,131.25;16.25,343;18.75,67.25;54,213.5;64,263.75
9011;22,152.75;26,117;38.25,53;56.75,96;16.25,343;22,106.75;41.25,264.5;54,213.5
6878;13.5,145.25;40.5,117.5;43.75,50.5;56.75,96;16.25,343;19.25,65;32.25,272.75;67,192.75
10571;13.5,145.25;40.5,117.5;62.5,56.75;63.75,103;4,325.75;12.75,52;15.75,249.5;67,192.75
9860;28,172.25;49.25,117.25;60.25,69.25;63.75,103;2.5,329.75;12.75,52;16.25,277.25;66.75,191
5979;38.25,180;49.25,117.25;60.25,69.25;63.75,103;36.25,351.75;44.5,23.25;48.75,310;66.25,206.25
1801;20.75,155.25;25.75,106;60.25,69.25;63.75,103;2.75,334.5;4.75,58;22.25,325;58,156
1771;12.5,121;12.75,73;56.5,45;63.75,103;0.25,301.75;2,59.25;2.75,334.5;39.25,142.5
970;34.75,112.75;43.5,36;45.5,16.75;63.75,103;0.25,301.75;2,58.75;26.5,358;44.25,179
3894;8,114.75;8.25,10.25;18.5,20.25;47.75,78.5;0.25,301.75;18.25,58.75;26.5,358;39.75,165.75
11008;8.5,173;25.75,10.5;38.75,80;51.5,38;0.25,301.75;9.5,10;29.75,324.25;39.75,165.75
10759;8.5,173;33,4.75;44,106.75;51.5,38;0.25,300.25;9.5,10;10.5,362.75;16,191
6414;5.75,115.75;22.25,38.5;26.5,115.25;42.25,20;0.25,300.25;9.5,10;10.5,362.75;67.25,154
9235;10.5,115.5;18.75,64.75;26.5,115.25;38.25,5;15.5,357.25;18,57.5;47.75,371.25;67.25,154
6543;17.25,165;23.25,115.75;28.75,53;56,28.75;2.75,371;18,57.5;25.5,372;67.25,154
8806;38.5,165;45.75,137.75;49.25,5.5;59,18.75;2.75,371;18,57.5;25.5,372;67.75,192
2485;4,124.75;38.5,149.25;49.25,5.5;62.25,76.75;2.25,368.25;18,57.5;24.25,311.25;41.5,199.25
3410;14.5,165.25;33.5,185.25;49.25,5.5;62.25,76.75;2.5,367.75;17.25,91.25;56.75,287.25;62.5,231.25
8968;38.75,159;39.5,131.75;44.75,14.5;47.25,112.75;2.5,367.75;17.25,91.25;62,307.25;64,269.25
4362;3,122.25;28.75,180.5;44.75,14.5;54.75,149.25;2,312;17.75,142;46.25,360.25;64,269.25
6609;0.5,97.25;28.75,180.5;44.75,14.5;54.75,149.25;4.75,251;18.25,149.25;29,370.25;35.75,225.25
6784;25.5,93.25;28.75,180.5;44.75,14.5;54.75,149.25;11,232;20.75,146.75;49.5,355.75;67.5,175.5
4492;25.5,93.25;29,176.5;33.25,51;60.5,177.75;8.25,252.5;9.5,166.75;64.25,364;67.5,175.5
4762;18,133.25;21.75,124.75;25,17.5;28.75,216;8.25,252.5;63.5,145.25;64.25,364;67.75,182.5
8996;25.75,116.75;30.5,115.75;44.25,16.5;57.5,223;8.25,252.5;50.5,122;64.5,343.75;67.75,182.5
5490;24.75,159.25;28.75,158.5;31.75,51;68.25,219.5;8.25,252.5;16.25,125;64.5,343.75;67.25,176.75
8879;10.5,169.75;40.25,149.5;40.75,48.25;60.5,215.75;10.75,250;32.75,96.25;64.5,343.75;67.25,176.75
3408;17.75,164;40.25,149.5;46.25,17.25;53.25,241;16.75,238;43.5,123.5;63.75,355.25;67.25,176.75
2854;11.25,117.25;27.5,166;49.25,17;53.5,256.25;14.25,238.5;58.75,91.75;63.75,355.25;67.25,176.75
7129;14.75,141.75;16.5,165;17,15;53.5,256.25;13,272.25;58.75,42.5;62.25,315.5;67.25,176.75
1727;7.5,172.25;13.5,203;27.75,53;42,252;7.25,250.5;27.5,87;62.25,315.5;67.25,176.75
6213;7.5,172.25;11.5,236.75;49.75,53;58.25,226.25;41.25,265;44,57;62.5,318.25;67.25,176.75
10773;1.75,200.75;32.25,255;49.75,53;58.25,226.25;7.25,249.75;26,55.75;48,362.5;59,210.5
7578;1.75,200.75;18.75,284.75;41,69.25;68.75,216.5;13.25,232.75;47,97.5;48,362.5;48.75,176
3389;6.25,164.25;13.75,313.25;34,32.5;68.75,216.5;11.75,250.75;32.25,58;48,362.5;51.5,185
8764;6.25,164.25;35.5,344.25;41.5,69.75;42.5,253.25;0.25,310.75;9,56.75;48.25,363.5;51.5,185
4208;6.25,164.25;19.25,347.5;42.25,14.5;58.25,209.25;6.75,281.75;9,56.75;31.75,355.25;49.75,134.75
2194;6.25,164.25;22.25,303.25;32.25,15.5;71.25,175.25;5.25,278.75;9.75,101.75;11.25,364.25;49.75,134.75
9105;20,166;22.25,303.25;22.5,13.5;55,203.75;5.25,278.75;32.5,126.25;46.75,371.5;57.75,92.75
4074;3.75,148.5;16.75,261;45.75,51;55.5,229.25;5.25,278.75;6.25,161.75;18.5,339.75;57.75,92.75
8405;22.5,113.25;31,284.25;45.75,51;66.75,227.25;3.25,300.25;6.25,161.75;15,340;57.25,86.75
7110;11.25,105.75;31.25,284.25;45.75,51;67,229.25;3.25,300.25;18,192.5;34.5,370.5;58.75,83.25
3344;22.75,116.5;36.5,269.75;45.75,51;67,229.25;0.75,314.25;33.5,199.5;41.75,370.75;60.5,78.75
8423;22.75,116.5;56.5,240.5;57.25,73.25;62.75,275.75;0.75,314.25;37,198;42.5,367.5;60.5,84.75
2087;5.5,101;15,238.25;57.25,73.25;60.75,276;21.5,276.75;40.5,232.25;43.75,321.5;60.5,84.75
2470;19.25,107.75;34.25,255.75;55.25,26.5;60.75,276;2.5,254.75;11,234.75;20.75,321.5;60.5,84.75
10060;18.25,122.5;32.25,221.5;61.5,33;65.75,233.5;2.5,254.75;11,234.75;23.75,306.25;34,52
9806;31.75,117.75;32.75,251.75;39.25,14.25;41.25,238.25;9.5,280.25;11,234.75;23.75,306.25;30.5,49.75
3534;16.5,120;25,309.75;59.25,20.75;64.5,291.25;9.75,277.5;11,234.75;23.75,306.25;30.5,49.75
1602;13,82.25;25,309.75;59.25,20.75;63.5,292.25;4.75,231.75;10,198.75;42.25,336.5;64.5,40.5
7260;5.75,72;32.25,312.25;39.25,45.75;48.5,254.75;4.75,231.75;10,198.75;10.5,362.75;19,32.75
4482;19.25,72.25;29,360.25;36,51.5;43.5,270.5;4.75,231.75;10,198.75;21,359.5;40,68.75
6936;3,59;9.5,362;19.5,18.25;31,303.25;4.75,231.75;10,198.75;21,359.5;65,44.5
2949;12.5,20;13.75,370;38.75,52.5;46,289;4.75,231.75;10,198.75;34.25,340.25;41.5,34.25
9114;12.5,20;13.75,370;21.75,53;55.75,291.5;42,232.25;43,242.25;52,373.5;66,53.25
8684;12.5,20;43.5,360.25;57.75,34.75;62,325.5;38.75,280.5;42,232.25;52.75,374;55,45
5771;20.5,13.5;27.5,335.25;57.75,34.75;64.25,268.75;12.25,231.25;42,172.5;52.75,374;54.5,79.25
543;5,50;51.25,362;57.75,34.75;66.25,325.25;7,230.25;17.5,135.25;29.75,371.75;54.5,79.25
9838;5.5,50.5;25.25,297.25;42.25,18.75;58.75,367.5;7,230.25;18.75,104.5;29.75,371.75;34.5,9.25
5549;12.5,17.5;24.5,246.75;57.25,29;58.75,367.5;15.5,199.25;17.75,104.75;17.75,321.5;34.5,9.25
1895;12.5,17.5;23.25,252.25;49.75,53;58.75,367.5;0.25,199.75;0.5,143;27.75,321;33.25,19.25
7875;4,53.5;26,304.75;26.75,79;58.75,367.5;0.25,199.75;32.5,124.5;42,265.5;64.5,35
3370;20.75,42.25;21.75,302;23,114.5;65.75,367.5;0.25,199.75;9.25,144.25;42,265.5;47,22.75
5070;21,65.25;30.5,305.75;38.75,159;65.75,367.5;18,223.25;27,113;34,243.25;47,22.75
9629;21,65.25;30.5,305.75;56.75,127.75;65.75,367.5;11.25,232;24,87.5;31.25,232.25;49,41.75
7784;20.25,110.25;25,302.75;65,162;65.75,367.5;11.25,232;15.75,127.5;23.75,271.75;50.75,23.25
3179;13.25,120.75;24,306;45,129.5;46.25,356;4.75,234;15.75,127.5;23.75,271.75;44.75,57
7306;18,153;43.75,317;64.5,94;70.25,367.5;4.75,234;15.75,127.5;30.25,277.75;44.75,57
9599;8.5,157;16.5,314.5;39,63;52,362.25;13.5,234.75;15.75,127.5;30.25,277.75;33.5,21
3960;17.25,165;24,313.5;39,63;45,345.75;11,232.75;15.75,127.5;31,230.75;48.75,49.25
960;6.25,165.75;34.25,287;36.25,52;39.5,367.75;11,232.75;26,108.75;31,230.75;38,77.5
919;6.25,165.75;9.75,295.75;32.75,79;41.25,335.5;11,232.75;28.25,125.5;29.25,255.75;41,93.5
5593;5.5,158.5;15,311.25;32.75,79;59.75,325.75;15.75,222.25;28.25,125.5;35.75,224.75;58.75,77.75
173;24.75,157.75;25.75,281.5;32.25,79;64.75,290.75;18.25,220;28.25,125.5;35.75,224.75;48.75,95
7049;24.75,157.75;25.75,281.5;32.25,79;64.75,279.75;2.5,235.25;6.75,121.75;8.75,252.75;20.75,90.75
9116;24.75,157.75;34.5,253;38,117.5;67.5,304.75;13,234.25;20.75,90.75;26,222.5;38.25,134.25
469;60.5,177.75;62,258.25;63.25,73.25;67.5,304.75;13,234.25;14.25,125;28,200.75;54.75,107.75
10851;12,165.5;24.75,246.25;33.25,114;43.5,292;13,234.25;16.75,120.75;32.25,199.25;54.75,107.75
10915;10.5,172;22,220.5;22.25,113.25;64.5,326.5;13,234.25;16.75,120.75;37.25,183.5;37.5,88.5
7378;7.5,176.5;10,173.5;22.25,113.25;30.75,304.75;6.5,231.25;16.75,120.75;36.75,174.5;59,81.25
3755;15.5,152.25;27.25,130.75;30.75,124.5;62,302.75;6.5,231.25;16.75,120.75;52.25,191.25;66,46.75
6386;3,128.75;52,106;57,163;62,302.75;8.25,251.5;56,108.5;63,145.75;66,46.75
8472;33.75,78;42,87.75;56.5,218.75;62.5,279.25;8.25,251.5;56,108.5;62.25,145.75;65.5,38.75
3212;37.75,52.5;48.5,51.5;49.75,180;64.25,282.75;18,238;33.75,87.5;62.25,145.75;65.5,38.75
4553;40.5,68.25;48.5,51.5;49.75,180;64.25,282.75;5.25,250.75;18,47;32.25,139.75;66.5,78.5
481;5.25,71.25;9.25,80.5;63.75,209;64.5,255.75;5.25,250.75;21.75,54.75;32.25,139.75;67.25,76.75
10804;23,45.5;41.25,74.75;57.75,207.5;58,222.5;5.25,250.75;16,58.25;44.25,150.25;67.25,76.75
10955;23,45.5;38.25,105;58,222.5;69.75,209;7.25,280.5;18,9;29.5,125.75;41.5,116
5652;23,45.5;38.25,105;49.25,181.5;53.25,230.5;15.75,238;25,54.25;54.5,139.75;69.25,130.75
3453;9.75,72;38.75,72.75;49.25,181.5;53.25,230.5;28.5,254.5;31.25,88.5;42.5,134.75;45,150.25
5783;1.75,84;38.75,72.75;49.25,181.5;53.25,230.5;19.75,217;26.25,56;35,141.5;44,171.5
4701;31,116.5;31,117.5;49.25,181.5;53.25,230.5;21,189;23.25,5.25;25.75,147.75;42.75,134.75
1755;24.25,147;31,116.5;35.75,157.25;53.25,230.5;2.75,196.75;8.5,35.75;33,166.25;57,80.75
4229;12,101;17.25,157.5;35.75,157.25;68.75,218;2.75,196.75;9,36.75;40.75,193.25;64.5,36.5
10470;4,49;6.5,151.75;26.5,181.5;57,225.5;3.75,232.75;9,36.75;50.75,198.5;64.5,36.5
10505;4,49;27,175.25;58.75,173.25;59.25,173.25;12.25,252.25;25,58.75;25.5,151.75;64.5,36.5
925;25.75,13.5;28.5,174.5;60.5,167;70.75,167.5;22.5,286.25;25,58.75;37.75,176.75;64.5,36.5
8747;6,6.75;19.5,202;43.5,181.5;59.25,137.25;22.5,286.25;25,58.75;37.75,176.75;47.75,32.75
7922;6,6.75;19.5,202;33.5,181;59.25,137.25;17,321.25;26.25,8.5;28.25,229.75;48.25,19.75
3373;16.5,18.75;19.5,202;27,148;59.5,175.75;17.25,339.5;26.25,8.5;30.25,274.75;31.75,54.75
1323;16.5,18.75;26.75,149;57.5,162;60,175.75;2.75,350;26.25,8.5;32.5,327;58,90.75
9659;16.5,54.25;28.5,148.5;44,180.5;47.75,131.5;2.75,350;25,10;56.25,282.5;58,90.75
4659;18,12.5;28.5,148.5;37.75,218.75;46,78;4.75,371;18,9.25;44.75,326.75;58,90.75
2560;21,55;28.75,143.5;30.25,254.25;56,93.75;2.75,365;5.5,54.25;44.75,326.75;58,90.75
8810;18.75,34.5;29.5,113.75;30.25,254.25;32.75,115.75;11.25,364.25;13.75,49;16.5,361.75;58,90.75
4691;18.75,34.5;26.5,79;30.25,303.75;42.5,116.5;11.25,364.25;38.75,87;62.5,344.25;66.5,79.5
1199;18.75,34.5;26.5,79;38.25,273.25;38.75,164;4.25,341.75;14.75,47.5;22.75,324.5;67.25,83.5
5714;18.75,34.5;21.5,115.75;31.5,311.25;38.75,164;20,367;24.25,4.25;51,354.5;57,86.75
5154;6.5,6.75;21.5,115.75;42.75,296;56.5,134.5;17.75,350;49.25,36.25;51,354.5;62.75,77.75
2849;6.5,6.75;14.75,135.5;42.75,296;56.75,135;11,372.25;31,9.5;36,371.75;60.5,33.25
6449;5.5,9.25;14.75,135.5;42.25,296.25;45.75,114.25;30.75,373.5;31,9.5;34,342.25;65.75,75.25
749;5.5,9.25;17.5,93.25;25.75,305.25;40.75,115.75;9,341.5;9.5,9.5;30.75,373.5;61,42.25
7524;5.5,9.25;17,122.5;28.75,306;41.5,112.5;7.25,321.25;9.5,9.5;58.25,370;64,50
1007;5.5,9.25;37.5,114.25;50,273.5;56.75,124.75;4,288.25;20.75,47.25;58.25,370;63.75,49
4479;5.5,9.25;13.75,133.75;24,255.5;37,120;4.25,325.75;20.75,47.25;47.75,363.5;59,92.25
9232;9.25,66;17.5,132.75;30,313.75;50.5,52.5;4.25,325.75;20.75,47.25;65.25,345.75;66,52.5
8266;0.75,49.75;15.75,106.5;46.5,348;51.5,53;3,336.25;20.75,47.25;41.25,370.25;66,52.5
10346;0.75,49.75;17.25,135.25;46.25,367.5;53.5,45.5;3,336.25;8,33.25;52.75,367;60.25,86.25
936;27.25,53;27.75,165.5;50,349.25;52.75,45.75;3,336.25;8,33.25;44.25,373.5;60.25,86.25
6899;7.75,106.5;47.5,112.5;50,349.25;52.75,47.75;3,336.25;23.25,59.25;54.25,364.5;62.25,124.25
6577;7,84.5;25,117.5;41.5,363.25;50.25,78.5;18.5,354.75;32.25,95.25;54.25,364.5;62.25,124.25
3029;1.75,84.5;11,82.75;36,363.5;63.25,106.75;18.5,354.75;32.25,95.25;54.25,364.5;55,172.5
8411;17.5,54.25;40.25,48.25;55,357.75;56.5,148.5;18.5,354.75;50,140.75;54.25,364.5;59.75,121
7215;18,55.25;49.5,4.75;55,357.75;56.5,148.5;19.5,373.5;24.5,182;29,324.25;33,124.25
4689;6.25,71.25;51.25,5.5;55,357.75;57.5,121.75;1.75,322;10.75,125.25;19.5,373.5;44,129.75
10601;4.25,107.75;10,64.75;58.25,367.5;69,174.75;1.75,322;10.75,125.25;36.5,370.75;37,129.75
8903;18.75,132.75;34.75,115;59.5,345.75;71.5,163;15.25,271.75;19.25,146.75;36.5,370.75;37,129.75
1793;17.75,136.5;37,127.25;59.5,345.75;71.5,163;23.5,255.75;27,192.5;28.25,315.25;58.25,90.25
4157;2.75,95;46,113.5;59.5,345.75;68.75,178.25;36.5,277.25;37,156;44,324.5;58.25,90.25
1342;33.25,52.25;46,113.5;49.75,302;69.75,166.5;22.5,231.75;37,156;63.25,299.5;65.5,38.25
6279;1.75,10.25;8,68.25;42.75,255.25;63.25,108.75;22,230.5;29.5,125.5;63.25,299.5;65.5,38.25
2540;8,7.25;9.25,67.75;37.25,255.25;46.5,91.5;21.5,188.5;33,86.5;63.25,299.5;65.5,38.25
4505;6.75,10.75;24.25,72.25;32.75,252.25;46.5,91.5;14.75,231;21,49;32,326.5;65.5,38.25
1226;12.25,72.25;18.5,134.5;56,276;59,47;14.75,231;21,49;26.75,297.75;38,19.75
534;7.25,71.25;12.25,148.5;22.25,305.75;23,49;14.75,231;21,49;23.75,327.5;38,19
6237;1.25,113.5;1.75,138.25;38.25,355.75;41,21;14.75,231;23.75,9;23.75,327.5;41,77.25
9627;2.75,116.75;38,163.5;41.25,328.25;51,16;12.5,204.5;23.75,9;23.75,327.5;27,86.5
10930;2.75,116.75;29.5,189.5;34.5,341.25;61.75,25.75;7.5,156;11.75,41.5;23.75,327.5;26,59.5
9432;19.25,138.25;29.5,189.5;50.25,344;53.5,14;1.75,141.5;14,51.25;23.75,327.5;25.5,57.5
5172;19.25,138.25;29.5,189.5;50.25,344;57.5,43.25;2.5,114.25;25.75,51;46.75,315.5;51.75,50.25
371;19,140;20,165.25;50.25,344;57.5,43.25;1.25,141.5;21.25,47.5;24.75,325.75;44.5,24.25
5705;5.5,148.25;6.5,164;25.75,357.25;57.5,43.25;1.25,141.5;17.75,11;26.75,331.5;49.25,20.75
3105;3.5,156.5;25.25,164.5;25.75,357.25;45.75,50.75;1.25,141.5;25.5,51.5;44.25,316.5;62.25,20.5
6967;3.5,156.5;25.25,164.5;39,317;45.75,50.75;5.25,168.5;23.25,87;41.5,366;46.75,41.25
6353;3.5,156.5;6,200;62.25,306.25;63.5,100;16.25,201.5;24.5,88.75;29.5,358;46.75,41.25
674;8.5,173.25;17.5,189.25;39.5,306.75;63.5,100;12.75,231.25;24.5,88.75;40,337.25;44.5,31.75
3976;8.5,173.25;29.75,218.25;46.25,305;60.5,122;21,233.25;24.5,88.75;60.75,290;67.5,63.25
7095;8.5,173.25;9.75,256.25;22,311.75;24.5,93.25;11,197;16,49.75;41.5,266;67.5,63.25
6077;8.5,173.25;12.25,257.75;22,311.75;64,94;2.75,168.75;14.25,51.25;18.5,234.5;41.5,38.75
6380;10.5,135.5;12.25,257.75;22,311.75;64,94;3.5,174;5,49.25;42,239.25;62.5,21.5
3403;12.5,166;24.5,219;31.25,333.5;55.25,103;3.5,174;17.5,47.75;42,228;62.5,21.5
7450;0.75,145.75;6.5,259;44,360.5;53,105.25;4.75,169.75;17.5,47.75;40,265.5;62.5,21.5
2564;5.5,125.5;6.5,259;44.75,358.5;64.25,68.75;4.75,169.75;7.75,8.5;36,286.5;62.5,21.5
5936;8,123.5;18.25,221;46.25,359.25;60.75,68.5;24,199.25;30.5,7.25;36,286.5;62.5,21.5
3632;1.25,145.75;26.25,217.25;29,363.5;62.25,38;17,201;30.75,27.25;36,286.5;62.5,21.5
10403;1.25,145.75;21.75,261.75;59,350.75;64.75,80;1.5,232.25;17,57;23.25,326.75;62.5,21.5
8688;20.5,185.5;33.5,253.25;33.75,355.5;65.25,101.75;10.75,203.25;17,57;60.25,356.5;62.5,21.5
1266;4,206.75;14.75,247.75;21.75,367.25;45.5,108.25;18,235.25;27.25,88.5;60.25,356.5;62.5,21.5
3594;15,216.25;22.25,218.5;39.5,367.75;64.75,100.75;26.25,233.25;34,124.5;60.25,356.5;62.5,21.5
7889;12.75,259.75;16.5,261.75;46,346;64.75,100.75;14,232;37.25,88;54.5,357.25;62.5,21.5
8407;0.75,256.5;5,259;40.75,302.5;64.75,100.75;0.75,196.75;23,55;54.75,356.75;62.5,21.5
9192;9.5,265.25;24.75,252.25;42.25,296.25;64.75,100.75;0.75,196.75;11.25,65;62.25,344.25;64.5,31.25
3862;29.5,253.5;33.75,251.75;48,281.5;64.5,103.5;0.75,196.75;23,51.25;40.75,367.75;64.5,31.25
7606;24.5,257;30.75,251.75;39.5,233.75;59.25,78.75;6.5,200;15.25,54.75;40.75,367.75;64.5,31.25
10630;24.5,257;49,256.25;57,226.25;57.25,101.75;2,159.75;15.25,54.75;43,367.5;65,41.5
5365;2,252.75;6.5,247.75;57,226.25;57.25,101.75;1,159.75;8.25,58.5;16.75,349.75;40,78
9439;15.5,239.75;21,253;29.75,260.5;64.5,108.25;1,159.75;6.25,48.5;16.75,349.75;49.5,117
8064;10,254.5;24,254.75;24.75,311.25;54.25,160.75;1,159.75;6.25,48.5;38.75,333;40.5,95.5
5869;10,254.5;24,255;24.75,311.25;54.25,160.75;11.75,126.5;19.25,24.25;46.25,299;47.75,118
8014;16.75,247.75;24,255;25.25,311.5;54.5,185;12.25,144.25;18.5,23.5;46.25,299;64,83.5
5865;16.75,247.75;24,255;38.75,312.25;67.75,226.25;21.75,122.25;25,4;61.5,308.25;66.25,93
8337;1,254.75;7,246.75;32.25,301.75;57.75,205.25;21.75,122.25;51.25,22.25;54.75,358.75;66.25,93
3172;7.75,240.5;9.5,258.5;24.75,247.75;30,251.75;1.75,121.25;51.25,22.25;63,345.75;66.25,93
6412;7.75,240.5;9.5,258.5;24.75,247.75;63.75,272.75;6.5,107;10.25,10;40.75,372.75;54.5,63.25
9012;7.75,240.5;9.5,258.5;23.5,256;60,273;5.25,58.25;23,55;29.75,373;46,98.5
2444;14,239.25;20.5,305;23.25,305.5;38.25,290;6.75,55.25;10.25,42.25;29.75,373;46,98.5
5196;14,239.25;20.5,305;24,315.25;38.25,290;13.75,7.5;26.5,58.75;63.25,364.5;64.75,82.5
2923;6.75,259.75;8.25,313.5;36,358;37.5,303.75;26.5,58.75;39,23.75;63.25,364.5;64.5,47
5861;5.25,310;21,364.25;44,346.25;47,303;15.25,54.25;17.75,51.5;63.25,364.5;64.5,47
5358;5.5,269.75;26.25,359.5;34.25,305;65.75,325.25;15.25,54.25;17.75,51.5;58.25,364.75;65,74
8332;27.25,280.75;38.5,324.75;43.5,312.25;69,339.75;15.25,54.25;17.75,51.5;29.75,326.25;59,68.75
6026;30.75,304.5;39.5,332.75;45.25,267.75;61.25,306.25;15.25,54.25;17.75,51.5;21.75,326.5;45,68.75
10460;21,313.75;39.5,332.75;41,253.5;42.75,269.25;3,30;14,47;38.5,288;45,68.75
11153;17.25,315.25;21,318.75;31.25,257;48.5,254.25;3,30;14,47;18.75,260.75;45,68.75
3117;15.25,311.5;21,318.75;23,205.75;28.25,218;3,30;12,88.25;13.5,204.75;25.75,96
5962;21,318.75;40.75,282.75;42.5,228.25;47.5,255.75;0.25,76.5;6.5,107;13.5,204.75;50,80.25
2050;22.75,304.25;40.75,282.75;62.25,237.75;63.5,264.25;8.75,57;22.75,129.5;26.25,161.75;50,80.25
7316;7.75,314.5;33.25,252.5;42.75,252.25;53.5,262.75;8.75,57;25,109;26.25,161.75;60,86.75
7172;7.75,314.5;33.25,252.5;42.75,252.25;52.5,267.75;26.25,88.5;39.25,96;44.75,165.75;58.5,94.75
11021;21,304.75;33.25,252.5;52.5,267.75;53.5,256.25;1.5,79.75;39.25,62.5;46.75,201.75;58.75,85.25
4173;21.5,315;24.75,305.25;33.25,252.5;41.25,285.5;1.5,79.75;13.75,46.5;24.25,183;55.5,108
127;1,256.75;1.25,354;3.25,200.5;32.25,315.25;1.5,79.75;17,10.75;24.25,183;66.75,78.25
363;24.5,254.75;32.25,315.25;38,231.75;43,357.75;16.5,49.75;16.75,10;17,238;66.75,78.25
3621;25,238.5;30,305;55,203.75;63.75,342;16.5,49.75;16.75,10;22.75,230;67.25,83.5
3140;7.25,257.75;30,305;55,203.75;63.75,342;2,40;15,49.5;26.25,265;28.25,95
10084;21.25,252.5;39,252.5;39.5,179.25;52,360;9.25,9.25;15,58.75;26.25,265;28.25,95
8490;11.5,246.75;20.75,277;39.5,179.25;46,349.25;1.5,16.5;2.5,24;26.25,265;41.5,118.5
4448;11.5,246.75;23.5,310;39.5,179.25;49.75,347.75;2.5,16.25;12.5,66.25;29.5,222;32,78.5
9071;13.25,267.25;37.5,333.75;39.5,179.25;62.75,353.75;6.75,28.25;8.5,83.75;21.5,209.25;32,78.5
1514;13.5,310.25;21.5,334.75;39.25,180.5;51.5,356.75;1,12.75;21,127.75;21.5,209.25;32,78.5
